,RANK_2025,RANK_2024,Institution_Name,Location,Region,SIZE,FOCUS,RES.,STATUS,Academic_Reputation_Score,Academic_Reputation_Rank,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Score,Faculty_Student_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International_Faculty_Score,International_Faculty_Rank,International_Students_Score,International_Students_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,Overall_Score
412,413.0,421.0,Graz University of Technology,Austria,Europe,M,FO,VH,A,14.7,590,15.7,545,98.9,40,11.1,701,81.8,232.0,59.7,247.0,59.9,634.0,11.9,701,2.8,701.0,28.8
413,413.0,369.0,Yeshiva University,United States,Americas,S,FC,HI,B,3.1,601,2.8,601,65.3,202,91.6,71,31.4,488.0,13.5,651.0,6.6,701.0,3.0,701,15.8,583.0,28.8
414,415.0,387.0,Concordia University,Canada,Americas,XL,CO,VH,A,15.8,559,11.4,601,3.3,701,17.5,590,87.4,208.0,92.3,104.0,73.8,423.0,43.6,294,89.8,96.0,28.7
415,416.0,413.0,Oxford Brookes University,United Kingdom,Europe,L,CO,HI,A,30.7,289,37.6,250,13.7,701,7.0,701,67.5,291.0,67.4,220.0,68.4,508.0,20.5,554,13.2,606.0,28.6
416,416.0,392.0,Technion - Israel Institute of Technology,Israel,Asia,L,FC,VH,A,23.9,369,24.8,385,52.0,293,20.1,555,74.2,266.0,4.3,701.0,59.1,641.0,35.3,359,15.0,592.0,28.6
417,418.0,441.0, University of Dundee,United Kingdom,Europe,L,FC,HI,A,18.4,494,13.7,590,30.8,512,14.0,654,91.1,185.0,89.4,126.0,75.2,405.0,7.4,701,55.4,285.0,28.5
418,418.0,514.0,Bogaziçi University,Turkey,Asia,L,CO,HI,A,24.9,353,65.3,118,4.1,701,10.7,701,10.7,701.0,2.6,701.0,46.8,701.0,84.9,102,46.2,334.0,28.5
419,420.0,454.0,Czech Technical University in Prague,Czech Republic,Europe,L,SP,VH,A,22.0,404,42.4,217,80.6,129,3.6,701,19.9,598.0,50.2,293.0,59.4,639.0,15.6,642,5.8,701.0,28.4
420,421.0,436.0,Dublin City University,Ireland,Europe,L,FC,HI,A,20.1,441,26.0,366,25.8,577,10.7,701,75.0,265.0,22.6,508.0,75.4,401.0,35.3,358,82.5,143.0,28.3
421,421.0,426.0,University of Limerick,Ireland,Europe,L,FC,HI,A,18.3,497,25.5,371,15.7,701,23.0,520,87.1,209.0,30.8,421.0,72.5,447.0,8.0,701,76.4,176.0,28.3
422,423.0,446.0,Aston University,United Kingdom,Europe,L,CO,VH,A,12.5,601,18.5,478,9.0,701,34.4,388,94.2,160.0,53.8,274.0,79.2,336.0,19.6,569,46.9,330.0,28.1
423,423.0,441.0,Université Laval,Canada,Americas,L,FC,VH,A,19.2,468,8.1,601,26.0,572,23.8,512,55.8,336.0,41.6,344.0,80.2,317.0,36.4,349,78.4,166.0,28.1
424,425.0,431.0,National Taipei University of Technology,Taiwan,Asia,M,FO,VH,A,13.9,601,54.7,154,24.3,602,41.6,334,19.8,602.0,20.6,531.0,21.3,701.0,22.5,509,31.3,435.0,28.0
425,426.0,489.0,IPB University (a.k.a. Bogor Agricultural University),Indonesia,Asia,L,FO,VH,A,23.5,375,46.9,196,71.4,186,1.8,701,53.2,351.0,3.6,701.0,19.1,701.0,33.9,373,35.1,403.0,27.9
426,426.0,481.0,Leibniz University Hannover,Germany,Europe,L,CO,VH,A,21.2,415,32.0,293,17.9,701,17.4,591,46.3,388.0,26.9,455.0,78.5,347.0,14.5,676,82.1,146.0,27.9
427,428.0,440.0,Julius-Maximilians-Universität Würzburg,Germany,Europe,L,FC,VH,A,15.8,560,7.0,601,5.5,701,74.4,136,45.0,396.0,9.5,701.0,78.5,348.0,8.7,701,8.8,692.0,27.8
428,428.0,454.0,Southeast University,China (Mainland),Asia,XL,FC,VH,A,13.5,601,6.6,601,20.8,658,82.0,102,14.4,675.0,3.4,701.0,69.2,494.0,5.0,701,11.6,629.0,27.8
429,430.0,436.0,University of Science and Technology Beijing,China (Mainland),Asia,L,CO,VH,A,11.8,601,4.2,601,10.2,701,99.4,21,3.1,701.0,2.8,701.0,56.8,668.0,4.9,701,3.6,701.0,27.7
430,431.0,452.0,Central South University,China (Mainland),Asia,XL,FO,VH,A,8.6,601,4.1,601,5.5,701,99.7,15,6.4,701.0,4.0,701.0,67.5,515.0,14.1,689,3.9,701.0,27.6
431,431.0,418.0,Tomsk State University,Russia,Europe,M,CO,VH,A,22.0,403,13.5,601,99.0,36,4.2,701,21.6,574.0,91.6,113.0,64.1,571.0,4.4,701,1.4,701.0,27.6
432,431.0,403.0,University of Granada,Spain,Europe,XL,FC,VH,A,44.4,191,14.1,581,5.7,701,26.2,482,3.1,701.0,14.8,628.0,96.3,52.0,4.9,701,26.3,478.0,27.6
433,477.0,551.0,Ajman University,United Arab Emirates,Asia,S,FO,VH,B,17.3,521,42.2,221,9.6,701,3.2,701,100.0,6.0,100.0,3.0,48.4,701.0,9.8,701,1.4,701.0,25.1
434,435.0,428.0,IE University,Spain,Europe,M,FO,HI,C,8.1,601,49.3,182,46.5,328,2.2,701,95.2,145.0,100.0,4.0,3.5,701.0,65.6,176,4.6,701.0,27.4
435,436.0,451.0,Iran University of Science and Technology,"Iran, Islamic Republic of",Asia,L,FO,VH,A,7.8,601,14.0,584,2.7,701,98.7,31,12.0,701.0,1.5,701.0,53.4,701.0,5.3,701,1.6,701.0,27.2
436,436.0,431.0,Murdoch University,Australia,Oceania,M,CO,VH,A,8.0,601,4.5,601,5.2,701,57.3,216,85.6,216.0,73.9,194.0,74.9,410.0,14.8,668,11.3,636.0,27.2
437,436.0,476.0,Universitat Politècnica de València,Spain,Europe,L,CO,VH,A,26.5,335,16.3,521,36.1,440,19.7,559,5.5,701.0,25.0,479.0,84.9,248.0,11.7,701,76.1,178.0,27.2
438,439.0,473.0,Vilnius University ,Lithuania,Europe,L,FC,HI,A,19.1,472,23.5,405,74.7,168,3.3,701,12.4,701.0,13.6,649.0,75.5,398.0,83.7,105,27.1,471.0,27.1
440,440.0,469.0,Università degli Studi di Pavia,Italy,Europe,L,FC,VH,A,21.7,406,7.4,601,8.3,701,64.6,173,6.2,701.0,12.6,666.0,82.7,281.0,13.5,701,15.4,585.0,27.0
441,442.0,409.0,Colorado State University,United States,Americas,L,CO,VH,A,18.3,498,20.4,447,60.9,236,17.1,599,18.5,621.0,3.7,701.0,78.4,351.0,22.2,517,70.9,217.0,26.8
442,442.0,421.0,Novosibirsk State University,Russia,Europe,M,CO,VH,A,24.7,354,18.4,480,91.0,81,9.5,701,6.3,701.0,57.0,259.0,56.5,671.0,5.8,701,5.3,701.0,26.8
443,442.0,505.0,Università Cattolica del Sacro Cuore,Italy,Europe,L,FO,VH,B,24.2,360,35.5,267,27.6,552,19.2,567,15.5,661.0,7.1,701.0,60.5,628.0,32.3,393,54.8,289.0,26.8
444,445.0,415.0,James Cook University,Australia,Oceania,M,FC,VH,A,14.4,601,6.5,601,17.5,701,46.9,292,36.7,434.0,16.0,607.0,76.0,389.0,6.7,701,88.9,103.0,26.7
445,445.0,396.0,Justus-Liebig-University Giessen,Germany,Europe,L,FC,VH,A,12.7,601,5.9,601,1.9,701,79.3,113,14.2,679.0,18.8,569.0,83.9,264.0,10.5,701,11.0,644.0,26.7
446,445.0,485.0,Universitat de Valencia,Spain,Europe,XL,FC,VH,A,35.6,246,11.0,601,12.0,701,19.9,557,2.1,701.0,24.3,484.0,89.3,180.0,8.4,701,79.3,159.0,26.7
447,448.0,491.0,Dalian University of Technology,China (Mainland),Asia,XL,CO,VH,A,9.6,601,3.8,601,18.1,701,88.1,82,11.5,701.0,2.9,701.0,55.9,680.0,14.4,678,8.0,701.0,26.6
448,448.0,494.0,Hunan University ,China (Mainland),Asia,XL,CO,VH,A,7.9,601,10.3,601,15.2,701,90.6,74,4.6,701.0,1.8,701.0,46.5,701.0,23.1,495,2.7,701.0,26.6
449,448.0,382.0,Université de Montpellier,France,Europe,XL,FO,VH,A,18.6,486,3.4,601,8.5,701,57.2,217,22.8,562.0,29.9,431.0,99.5,6.0,13.1,701,17.3,561.0,26.6
450,451.0,486.0,University of Electronic Science and Technology of China,China (Mainland),Asia,XL,FO,VH,A,5.3,601,5.0,601,8.2,701,99.1,25,3.2,701.0,2.5,701.0,73.3,433.0,7.2,701,2.3,701.0,26.5
451,452.0,473.0,Beihang University (former BUAA),China (Mainland),Asia,L,CO,VH,A,12.1,601,7.8,601,41.5,375,72.1,147,7.0,701.0,4.5,701.0,51.2,701.0,12.8,701,4.3,701.0,26.4
452,452.0,431.0,National Taiwan Normal University,Taiwan,Asia,M,CO,VH,A,34.7,254,20.5,444,62.9,219,5.4,701,14.5,673.0,25.2,478.0,23.3,701.0,17.3,612,49.8,319.0,26.4
453,452.0,410.0,University of Kansas,United States,Americas,L,FC,VH,A,14.4,601,12.6,601,86.7,99,9.2,701,60.3,322.0,7.2,701.0,84.6,255.0,28.2,435,32.4,427.0,26.4
454,452.0,431.0,University of Stirling,United Kingdom,Europe,M,CO,VH,A,11.2,601,9.4,601,9.3,701,30.3,436,76.9,253.0,81.3,168.0,61.6,606.0,15.8,638,76.1,178.0,26.4
455,456.0,415.0,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,Europe,M,FO,VH,A,16.6,541,23.6,404,94.6,64,12.0,692,31.1,489.0,45.5,324.0,41.7,701.0,17.6,605,1.0,701.0,26.3
456,456.0,465.0,Umea University,Sweden,Europe,L,FC,VH,A,19.9,447,11.6,601,71.8,182,15.2,631,51.1,362.0,21.8,518.0,78.0,360.0,9.0,701,26.3,478.0,26.3
457,456.0,421.0,Université de Strasbourg,France,Europe,XL,FC,VH,A,39.1,219,10.3,601,5.1,701,20.7,549,34.2,469.0,35.9,384.0,90.7,161.0,20.4,558,5.4,701.0,26.3
458,456.0,486.0,University of Guelph,Canada,Americas,L,CO,VH,A,12.8,601,12.8,601,5.0,701,50.1,261,46.4,385.0,14.3,636.0,65.2,552.0,11.2,701,82.9,139.0,26.3
459,460.0,396.0,"Stony Brook University, State University of New York",United States,Americas,L,FC,VH,A,18.0,504,7.3,601,32.2,489,23.6,515,34.7,462.0,43.5,332.0,76.0,390.0,21.2,541,79.1,161.0,26.2
460,461.0,410.0,Universidad de Santiago de Chile (USACH),Chile,Americas,L,FC,HI,A,43.4,195,55.0,152,7.2,701,4.2,701,6.3,701.0,2.2,701.0,51.1,701.0,12.7,701,11.2,642.0,26.1
461,462.0,436.0,Tampere University,Finland,Europe,L,FC,VH,A,21.7,407,15.4,548,20.4,662,33.1,400,44.5,398.0,5.9,701.0,84.8,251.0,30.8,409,23.0,508.0,26.0
462,462.0,494.0,Universidad de Sevilla,Spain,Europe,XL,FC,VH,A,39.1,221,12.6,601,18.4,701,8.2,701,3.5,701.0,18.9,567.0,91.4,152.0,16.0,634,67.4,231.0,26.0
463,464.0,505.0,Macau University of Science and Technology,Macau SAR,Asia,L,CO,VH,B,4.4,601,3.4,601,3.9,701,56.4,222,100.0,23.0,100.0,1.0,26.2,701.0,29.5,423,11.3,636.0,25.9
464,465.0,476.0,Kobe University,Japan,Asia,L,FC,VH,A,28.4,309,33.2,281,43.9,356,11.4,701,7.0,701.0,5.6,701.0,55.0,698.0,15.0,662,49.8,319.0,25.8
465,466.0,478.0,Universität Konstanz,Germany,Europe,M,CO,VH,A,18.3,495,10.5,601,37.8,421,18.3,578,85.9,215.0,14.5,634.0,66.1,537.0,13.1,701,63.1,250.0,25.7
466,466.0,625.5,Universitat Ramon Llull,Spain,Europe,L,CO,HI,B,11.0,601,52.0,167,8.7,701,8.1,701,93.6,164.0,43.1,336.0,32.6,701.0,71.7,149,20.1,530.0,25.7
467,466.0,491.0,University at Buffalo SUNY,United States,Americas,L,FC,VH,A,18.0,503,10.7,601,8.8,701,33.6,393,20.1,596.0,36.9,380.0,68.6,504.0,33.3,383,82.5,143.0,25.7
468,466.0,419.0,Washington State University,United States,Americas,L,FC,VH,A,23.3,379,20.0,452,15.5,701,33.5,396,47.1,379.0,5.0,701.0,77.3,373.0,8.6,701,29.6,447.0,25.7
469,470.0,400.0,Iowa State University,United States,Americas,L,CO,VH,A,20.7,425,12.0,601,9.1,701,47.9,280,7.5,701.0,12.5,667.0,77.3,374.0,32.9,388,31.3,435.0,25.6
470,471.0,469.0,Ben-Gurion University of The Negev,Israel,Asia,L,FC,VH,A,14.4,601,14.5,569,11.1,701,51.7,253,64.0,304.0,14.3,635.0,64.9,558.0,16.3,630,11.8,623.0,25.5
471,472.0,459.0,"Essex, University of",United Kingdom,Europe,L,CO,VH,A,15.5,568,5.2,601,12.7,701,22.6,523,99.8,93.0,98.6,62.0,75.1,408.0,14.0,693,13.2,606.0,25.3
472,472.0,446.0,Johannes Kepler University Linz,Austria,Europe,M,FO,VH,A,12.8,601,12.3,601,75.9,162,14.3,649,83.5,226.0,33.5,402.0,59.7,636.0,12.2,701,13.2,606.0,25.3
473,474.0,481.0,Bangor University,United Kingdom,Europe,M,FC,VH,A,8.6,601,5.8,601,12.1,701,43.0,321,40.7,416.0,52.3,280.0,75.0,409.0,8.1,701,82.9,139.0,25.2
474,474.0,472.0,Hiroshima University,Japan,Asia,L,FC,VH,A,24.1,363,12.3,601,75.9,161,8.9,701,13.2,701.0,12.9,660.0,70.1,485.0,6.9,701,50.8,315.0,25.2
475,474.0,460.0,Universität Potsdam,Germany,Europe,L,FO,VH,A,15.8,557,3.4,601,18.6,701,36.5,375,51.8,358.0,21.2,526.0,92.9,121.0,1.3,701,67.1,232.0,25.2
476,434.0,465.0,University of Sharjah,United Arab Emirates,Asia,L,CO,VH,B,18.1,501,17.3,496,6.0,701,22.0,532,100.0,8.0,100.0,31.0,84.8,250.0,11.2,701,11.8,623.0,27.5
477,477.0,502.0,Bilkent University,Turkey,Asia,M,CO,VH,B,24.0,365,52.1,164,13.3,701,15.2,632,61.4,319.0,3.7,701.0,38.3,701.0,19.3,573,10.6,653.0,25.1
478,477.0,454.0,Indian Institute of Technology Indore (IIT Indore),India,Asia,S,FO,VH,A,6.1,601,5.0,601,27.1,558,95.6,47,2.1,701.0,1.1,701.0,23.6,701.0,2.2,701,4.2,701.0,25.1
479,477.0,413.0,Royal Holloway University of London,United Kingdom,Europe,M,CO,VH,A,14.9,585,5.7,601,13.0,701,27.2,474,94.1,161.0,86.9,141.0,73.2,434.0,7.2,701,19.7,537.0,25.1
480,481.0,387.0,Aix-Marseille University,France,Europe,XL,FC,VH,A,36.9,235,6.5,601,7.9,701,21.7,534,17.5,633.0,18.2,578.0,99.1,13.0,15.2,656,25.5,488.0,25.0
481,481.0,514.0,Pontificia Universidad Católica Argentina,Argentina,Americas,L,FC,MD,B,19.9,446,29.4,320,99.9,19,1.1,701,1.9,701.0,6.7,701.0,12.5,701.0,85.7,97,1.0,701.0,25.0
482,481.0,446.0,"The University of Tennessee, Knoxville",United States,Americas,XL,FC,VH,A,10.1,601,8.2,601,9.5,701,76.3,131,4.9,701.0,2.4,701.0,77.3,371.0,11.0,701,15.0,592.0,25.0
483,484.0,534.0,China Agricultural University ,China (Mainland),Asia,L,FC,VH,A,8.4,601,2.6,601,18.9,701,88.8,79,3.2,701.0,1.5,701.0,52.2,701.0,4.5,701,5.8,701.0,24.9
485,485.0,505.0,National Sun Yat-sen University,Taiwan,Asia,M,CO,VH,A,26.5,334,24.9,383,32.0,493,22.1,529,22.7,563.0,10.8,701.0,35.6,701.0,11.4,701,48.9,324.0,24.8
486,487.0,454.0,Universität Mannheim,Germany,Europe,M,FO,VH,A,15.3,572,53.9,157,3.0,701,31.0,427,42.4,406.0,22.7,506.0,27.9,701.0,34.9,363,1.5,701.0,24.7
487,488.0,386.0,University of Hawai?i at Manoa,United States,Americas,L,FC,VH,A,15.2,576,6.6,601,29.7,525,41.7,332,41.7,412.0,12.0,679.0,82.9,278.0,7.9,701,30.1,443.0,24.6
488,489.0,561.0,Chongqing University,China (Mainland),Asia,XL,SP,VH,A,7.6,601,4.6,601,12.1,701,81.4,105,21.3,582.0,2.1,701.0,59.6,637.0,13.6,701,4.1,701.0,24.5
489,489.0,494.0,Chung-Ang University (CAU),South Korea,Asia,L,FC,VH,B,16.0,555,31.9,296,67.8,195,9.3,701,14.2,680.0,37.8,371.0,29.9,701.0,13.5,701,49.5,322.0,24.5
491,489.0,514.0,Shanghai University,China (Mainland),Asia,XL,FO,VH,A,20.3,435,13.1,601,50.8,303,30.5,429,40.9,415.0,5.3,701.0,58.7,649.0,8.9,701,10.5,655.0,24.5
492,489.0,419.0,UNESP,Brazil,Americas,XL,FC,VH,A,41.1,207,25.8,368,13.0,701,16.2,619,5.9,701.0,2.7,701.0,70.9,469.0,1.5,701,14.5,600.0,24.5
493,489.0,446.0,University of Jyväskylä,Finland,Europe,M,FO,VH,A,16.2,548,11.4,601,87.7,96,12.1,687,44.0,400.0,2.6,701.0,81.2,303.0,10.4,701,16.3,570.0,24.5
494,495.0,590.0,Central Queensland University (CQUniversity Australia),Australia,Oceania,S,FO,VH,A,9.0,601,6.7,601,29.4,528,20.9,548,97.1,128.0,97.8,72.0,44.0,701.0,3.1,701,49.8,319.0,24.4
495,495.0,514.0,Duy Tan University,Vietnam,Asia,L,CO,VH,C,11.9,601,25.3,376,3.9,701,49.0,273,37.7,428.0,1.4,701.0,83.5,273.0,4.4,701,29.0,453.0,24.4
496,497.0,502.0,Jilin University,China (Mainland),Asia,XL,FC,VH,A,12.1,601,46.1,200,37.4,428,27.4,472,11.6,701.0,2.1,701.0,62.2,601.0,23.2,492,9.1,686.0,24.2
497,497.0,461.0,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),Russia,Europe,M,FO,VH,A,9.2,601,11.8,601,98.9,39,8.1,701,45.8,391.0,89.5,125.0,32.9,701.0,14.6,675,1.1,701.0,24.2
498,497.0,544.0,Universidad de Costa Rica,Costa Rica,Americas,XL,CO,HI,A,35.4,248,24.3,397,32.3,487,1.6,701,2.4,701.0,2.0,701.0,45.5,701.0,81.6,115,16.9,563.0,24.2
499,497.0,404.0,"University of California, Riverside",United States,Americas,L,FC,VH,A,16.3,546,9.4,601,6.6,701,50.9,256,47.9,375.0,10.4,701.0,77.3,372.0,3.7,701,21.3,521.0,24.2
500,202.0,230.0,Khalifa University of Science and Technology,United Arab Emirates,Asia,S,SP,VH,A,22.7,393,21.0,437,80.0,137,60.7,199,100.0,12.0,78.9,174.0,78.8,341.0,9.3,701,61.6,263.0,46.1
501,501.0,465.0,Colorado School of Mines,United States,Americas,M,FO,VH,A,6.8,601,12.5,601,15.8,701,72.0,148,29.7,496.0,7.4,701.0,30.9,701.0,17.7,604,18.0,555.0,24.1
502,501.0,511.0,East China Normal University,China (Mainland),Asia,L,CO,VH,A,13.3,601,4.7,601,16.2,701,63.5,180,24.1,546.0,9.0,701.0,72.0,450.0,9.0,701,6.8,701.0,24.1
503,501.0,464.0,Johannes Gutenberg Universität Mainz,Germany,Europe,L,FO,VH,A,22.3,400,11.4,601,57.8,254,11.5,701,42.0,411.0,15.5,614.0,87.0,215.0,11.4,701,16.3,570.0,24.1
504,501.0,567.0,University of Huddersfield,United Kingdom,Europe,L,CO,VH,A,12.7,601,12.4,601,7.5,701,19.4,564,63.7,308.0,85.6,148.0,73.0,441.0,1.3,701,72.3,205.0,24.1
505,506.0,498.0,University of Delaware,United States,Americas,L,CO,VH,A,9.4,601,7.9,601,6.6,701,53.9,237,30.0,495.0,12.6,665.0,66.5,530.0,16.9,617,65.3,239.0,24.0
506,506.0,429.0,University of Trento,Italy,Europe,L,CO,VH,A,24.9,352,10.5,601,22.0,639,32.7,402,29.6,497.0,6.1,701.0,85.8,234.0,4.4,701,19.0,547.0,24.0
507,508.0,530.0,Aristotle University of Thessaloniki,Greece,Europe,XL,FC,VH,A,28.2,313,26.1,365,4.3,701,15.8,623,1.7,701.0,4.1,701.0,90.5,164.0,38.3,335,44.3,348.0,23.9
508,508.0,595.0,Shenzhen University,China (Mainland),Asia,XL,CO,VH,A,7.7,601,3.2,601,42.1,369,64.5,175,11.0,701.0,1.4,701.0,65.1,555.0,15.8,637,7.4,701.0,23.9
509,508.0,511.0,SOAS University of London ,United Kingdom,Europe,M,SP,VH,A,17.1,528,9.4,601,14.8,701,15.1,635,100.0,60.0,98.7,61.0,16.9,701.0,22.4,513,39.1,378.0,23.9
510,511.0,498.0,Ewha Womans University,South Korea,Asia,L,FC,HI,B,22.1,401,21.2,434,76.3,157,6.9,701,7.0,701.0,24.4,483.0,31.3,701.0,23.0,496,34.2,413.0,23.8
511,511.0,625.5,Zhengzhou University,China (Mainland),Asia,XL,FC,VH,A,5.4,601,22.0,422,4.9,701,80.3,108,30.62604242867593,530.4498902706657,2.4,701.0,56.3,674.0,5.7,701,2.4,701.0,23.8
512,513.0,595.0,Imam Abdulrahman Bin Faisal University (IAU) (formerly UNIVERSITY OF DAMMAM),Saudi Arabia,Asia,L,FC,HI,A,10.5,601,11.4,601,89.5,87,2.6,701,98.2,118.0,19.7,548.0,68.3,509.0,2.4,701,18.4,549.0,23.7
513,513.0,590.0,Prince Mohammad Bin Fahd university,Saudi Arabia,Asia,S,SP,HI,B,20.3,436,23.0,409,23.1,621,27.8,468,100.0,11.0,18.8,570.0,23.3,701.0,2.8,701,1.2,701.0,23.7
514,513.0,481.0,University of Milano-Bicocca ,Italy,Europe,L,FO,VH,A,20.4,432,10.9,601,3.3,701,54.1,236,3.5,701.0,4.3,701.0,81.1,307.0,11.5,701,14.8,596.0,23.7
515,516.0,563.0,Ateneo de Manila University,Philippines,Asia,L,SP,VH,B,21.4,410,64.5,122,24.4,601,1.8,701,2.9,701.0,2.5,701.0,23.0,701.0,70.6,156,15.6,584.0,23.6
516,516.0,529.0,Edith Cowan University ,Australia,Oceania,L,CO,VH,A,8.5,601,6.8,601,4.8,701,49.8,265,78.5,245.0,57.7,256.0,64.5,565.0,4.7,701,5.8,701.0,23.6
517,516.0,556.0,INTI International University,Malaysia,Asia,S,CO,HI,C,7.7,601,19.9,453,89.1,90,1.7,701,95.4,143.0,92.9,102.0,7.0,701.0,4.4,701,1.1,701.0,23.6
518,516.0,520.0,Kyungpook National University,South Korea,Asia,L,FC,VH,A,11.1,601,16.7,514,66.9,196,20.5,551,11.1,701.0,25.7,470.0,52.0,701.0,10.6,701,60.6,266.0,23.6
519,516.0,526.0,Sabanci University,Turkey,Asia,S,CO,VH,B,19.5,457,44.6,206,38.2,416,19.4,565,32.0,483.0,14.2,637.0,25.9,701.0,7.2,701,7.9,701.0,23.6
520,516.0,523.0,University of Hull,United Kingdom,Europe,L,FC,HI,A,8.9,601,4.5,601,14.3,701,21.5,537,63.3,309.0,81.5,166.0,76.9,380.0,20.5,555,68.0,228.0,23.6
521,516.0,473.0,Ural Federal University - UrFU,Russia,Europe,XL,CO,VH,A,19.6,455,14.2,577,95.5,60,2.1,701,5.4,701.0,25.3,475.0,86.6,220.0,1.9,701,12.7,615.0,23.6
522,625.5,705.5,Zayed University,United Arab Emirates,Asia,M,SP,VH,A,17.6,515,18.4,479,24.3,604,8.6,701,100.0,15.0,1.9,701.0,50.8,701.0,20.9,550,2.9,701.0,42.056250000000006
523,524.0,615.5,Pusan National University,South Korea,Asia,L,FC,VH,A,18.7,482,16.5,516,43.5,359,19.5,562,10.5,701.0,13.7,646.0,57.7,657.0,13.8,700,65.0,241.0,23.4
524,524.0,520.0,Universidad Austral,Argentina,Americas,M,FC,MD,B,20.9,420,36.2,259,79.7,139,1.9,701,2.7,701.0,7.5,701.0,10.2,701.0,65.9,174,1.3,701.0,23.4
525,526.0,461.0,Universität Jena,Germany,Europe,L,FC,VH,A,17.2,525,5.7,601,99.9,23,8.8,701,30.62604242867593,530.4498902706657,20.2,535.0,94.7,82.0,3.9,701,13.1,613.0,23.3
526,527.0,480.0,Missouri University of Science and Technology,United States,Americas,M,CO,VH,A,4.0,601,6.1,601,5.7,701,86.2,90,35.2,455.0,12.8,663.0,30.5,701.0,4.8,701,1.7,701.0,23.2
527,527.0,479.0,Universität Leipzig,Germany,Europe,L,FC,VH,A,23.5,378,9.7,601,74.8,167,8.4,701,30.62604242867593,530.4498902706657,14.2,638.0,84.3,257.0,10.5,701,21.3,521.0,23.2
528,527.0,509.0,University of Bayreuth,Germany,Europe,M,CO,VH,A,10.2,601,15.7,544,50.3,307,25.8,489,54.8,339.0,21.2,525.0,75.1,407.0,9.0,701,11.3,636.0,23.2
529,527.0,571.0,Warsaw University of Technology,Poland,Europe,L,FO,VH,A,23.3,380,51.9,168,42.6,366,4.7,701,2.4,701.0,10.3,701.0,60.6,627.0,9.8,701,1.4,701.0,23.2
530,526.0,571.0,Coventry University,United Kingdom,Europe,XL,CO,VH,A,9.9,601,10.4,601,16.9,701,7.1,701,77.0,253.0,99.9,35.0,82.6,283.0,10.0,701,64.4,243.0,23.3
531,531.0,571.0,Indian Institute of Technology (BHU) Varanasi,India,Asia,M,FO,VH,A,5.5,601,5.9,601,3.9,701,95.0,48,1.4,701.0,1.1,701.0,24.5,701.0,6.5,701,10.1,661.0,23.1
532,531.0,645.5,University of Bradford,United Kingdom,Europe,M,CO,VH,A,9.1,601,7.1,601,6.8,701,21.7,534,68.5,290.0,97.6,75.0,66.0,539.0,34.3,368,40.7,362.0,23.1
533,531.0,441.0,University of Utah,United States,Americas,XL,FC,VH,A,15.7,561,6.3,601,50.0,309,30.5,431,15.5,659.0,10.3,701.0,80.5,313.0,17.4,608,24.5,492.0,23.1
534,534.0,540.0,Universidad Nacional de La Plata (UNLP),Argentina,Americas,XL,FC,HI,A,40.8,208,19.2,466,28.4,547,1.9,701,5.3,701.0,22.6,507.0,55.4,689.0,27.3,438,2.2,701.0,23.0
535,535.0,540.0,Lahore University of Management Sciences (LUMS),Pakistan,Asia,S,CO,VH,B,17.2,526,73.2,93,27.1,560,7.4,701,12.2,701.0,1.8,701.0,19.5,701.0,37.0,345,1.1,701.0,22.9
536,535.0,548.0,Northumbria University at Newcastle,United Kingdom,Europe,L,CO,VH,A,10.9,601,10.8,601,11.8,701,15.8,622,70.7,281.0,56.2,267.0,78.4,350.0,14.0,691,75.3,184.0,22.9
537,535.0,465.0,University of Bordeaux,France,Europe,XL,FO,VH,A,31.3,284,5.5,601,11.5,701,17.6,588,27.1,517.0,23.3,500.0,92.9,120.0,16.7,620,20.1,530.0,22.9
538,535.0,548.0,University of Eastern Finland,Finland,Europe,L,CO,VH,A,13.8,601,7.6,601,43.7,357,18.4,576,37.4,431.0,5.2,701.0,86.4,224.0,4.2,701,78.6,164.0,22.9
539,539.0,582.0,Applied Science University - Bahrain,Bahrain,Asia,S,FO,VH,B,23.5,377,25.0,380,39.3,398,2.0,701,100.0,17.0,46.8,313.0,13.3,701.0,11.3,701,1.7,701.0,22.8
540,539.0,481.0,Hitotsubashi University,Japan,Asia,M,SP,VH,A,14.4,601,73.0,94,30.8,510,2.1,701,19.8,600.0,20.0,539.0,7.5,701.0,51.9,242,1.1,701.0,22.8
541,539.0,586.0,Sunway University,Malaysia,Asia,S,CO,VH,B,13.0,601,39.2,240,44.0,355,10.3,701,35.9,443.0,33.2,404.0,51.1,701.0,3.9,701,27.3,468.0,22.8
542,539.0,563.0,Université de Fribourg,Switzerland,Europe,M,CO,VH,A,10.3,601,3.0,601,7.5,701,25.4,493,99.9,84.0,38.3,368.0,58.3,654.0,40.6,314,51.8,310.0,22.8
543,539.0,534.0,University of Salamanca,Spain,Europe,L,FC,VH,A,26.9,328,14.6,567,26.0,570,6.2,701,6.9,701.0,14.9,625.0,80.0,322.0,23.4,484,69.5,223.0,22.8
